"ensembl_gene_id","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol"
"AT3G25715",NA,"3",9372374,51.35,1,"tRNA",73,"","","","","",""
"AT2G07754",NA,"2",3303735,46.59,1,"tRNA",87,"","","","","",""
"AT1G79240",NA,"1",29804123,65.75,1,"tRNA",72,"","","","","",""
"AT1G30430",NA,"1",10756722,61.64,1,"tRNA",72,"","","","","",""
"AT1G28950",NA,"1",10106898,55.56,1,"tRNA",71,"","","","","",""
"ATMG00380",NA,"Mt",105877,51.39,1,"tRNA",71,"","","","","",""
"AT5G66535",NA,"5",26556023,55.41,1,"tRNA",73,"","","","","",""
"AT4G11216",NA,"4",6837774,57.14,1,"tRNA",83,"","","","","",""
"ATCG01200",NA,"Pt",135048,49.69,1,"tRNA",800,"","","","","",""
"AT5G39535",NA,"5",15827026,54.17,1,"tRNA",71,"","","","","",""
"AT5G41605",NA,"5",16638166,57.14,1,"tRNA",83,"","","","","",""
"AT2G07794",NA,"2",3383397,45.68,1,"tRNA",80,"","","","","",""
"AT5G66755",NA,"5",26653270,59.72,1,"tRNA",71,"","","","","",""
"AT4G39865",NA,"4",18501712,56.16,1,"tRNA",72,"","","","","",""
"AT5G59395",NA,"5",23957430,55.56,1,"tRNA",71,"","","","","",""
"AT1G26430",NA,"1",9143810,54.05,1,"tRNA",73,"","","","","",""
"AT1G13840",NA,"1",4741999,60.27,1,"tRNA",72,"","","","","",""
"ATCG00990",NA,"Pt",109013,52.78,1,"tRNA",71,"","","","","",""
"AT1G21420",NA,"1",7499733,54.17,1,"tRNA",71,"","","","","",""
"AT5G03445",NA,"5",858536,52.38,1,"tRNA",83,"","","","","",""
"AT2G30190",NA,"2",12882734,59.15,1,"tRNA",70,"","","","","",""
"AT4G20115",NA,"4",10878724,45.95,1,"tRNA",73,"","","","","",""
"AT1G57500",NA,"1",21306849,52.94,1,"tRNA",84,"","","","","",""
"AT4G11177",NA,"4",6819292,52.38,1,"tRNA",83,"","","","","",""
"AT5G46325",NA,"5",18790308,56.25,1,"tRNA",79,"","","","","",""
"AT1G57120",NA,"1",21288581,58.54,1,"tRNA",81,"","","","","",""
"AT5G56365",NA,"5",22828131,55.41,1,"tRNA",73,"","","","","",""
"AT3G07025",NA,"3",2222246,53.42,1,"tRNA",72,"","","","","",""
"AT1G11640",NA,"1",3914622,58.23,1,"tRNA",78,"","","","","",""
"AT5G20856",NA,"5",7074356,51.39,1,"tRNA",71,"","","","","",""
"AT3G12385",NA,"3",3942006,62.5,1,"tRNA",71,"","","","","",""
"AT3G61545",NA,"3",22775922,61.64,1,"tRNA",72,"","","","","",""
"AT3G51135",NA,"3",18997643,63.01,1,"tRNA",72,"","","","","",""
"ATMG00100",NA,"Mt",28898,47.95,1,"tRNA",72,"","","","","",""
"AT1G79290",NA,"1",29833117,62.5,1,"tRNA",71,"","","","","",""
"AT2G36860",NA,"2",15470162,52.38,1,"tRNA",83,"","","","","",""
"AT2G07766",NA,"2",3503522,50.57,1,"tRNA",86,"","","","","",""
"AT2G33140",NA,"2",14047342,60,1,"tRNA",84,"","","","","",""
"AT5G05795",NA,"5",1742692,58.9,1,"tRNA",72,"","","","","",""
"AT1G15450",NA,"1",5309647,56.94,1,"tRNA",71,"","","","","",""
"AT1G60840",NA,"1",22397592,57.75,1,"tRNA",70,"","","","","",""
"AT3G61755",NA,"3",22860127,60.27,1,"tRNA",72,"","","","","",""
"ATCG00090",NA,"Pt",7785,48.86,1,"tRNA",87,"","","","","",""
"AT2G36520",NA,"2",15320385,55.42,1,"tRNA",82,"","","","","",""
"AT5G09755",NA,"5",3030817,61.64,1,"tRNA",72,"","","","","",""
"AT4G02055",NA,"4",901176,61.11,1,"tRNA",71,"","","","","",""
"AT2G07759",NA,"2",3494382,46.59,1,"tRNA",87,"","","","","",""
"AT4G18255",NA,"4",10093067,53.75,1,"tRNA",79,"","","","","",""
"AT5G50805",NA,"5",20675222,54.17,1,"tRNA",71,"","","","","",""
"AT1G50070",NA,"1",18552999,55,1,"tRNA",79,"","","","","",""
"AT1G57260",NA,"1",21295128,52.94,1,"tRNA",84,"","","","","",""
"AT1G57420",NA,"1",21302983,53.66,1,"tRNA",81,"","","","","",""
"AT4G16105",NA,"4",9108308,51.35,1,"tRNA",73,"","","","","",""
"AT5G08075",NA,"5",2587826,63.01,1,"tRNA",72,"","","","","",""
"AT2G33900",NA,"2",14351359,55.56,1,"tRNA",71,"","","","","",""
"AT2G33940",NA,"2",14354098,55.56,1,"tRNA",71,"","","","","",""
"AT3G48515",NA,"3",17974591,53.49,1,"tRNA",85,"","","","","",""
"ATCG00310",NA,"Pt",36490,52.11,1,"tRNA",70,"","","","","",""
"AT5G65535",NA,"5",26195459,58.9,1,"tRNA",72,"","","","","",""
"AT4G17765",NA,"4",9873512,56.94,1,"tRNA",71,"","","","","",""
"AT4G10815",NA,"4",6646430,56.34,1,"tRNA",70,"","","","","",""
"AT1G53410",NA,"1",19925839,54.17,1,"tRNA",71,"","","","","",""
"AT1G57410",NA,"1",21302425,51.76,1,"tRNA",84,"","","","","",""
"AT4G26375",NA,"4",13336337,51.35,1,"tRNA",73,"","","","","",""
"AT5G52815",NA,"5",21401144,62.5,1,"tRNA",71,"","","","","",""
"AT5G39895",NA,"5",15976287,58.9,1,"tRNA",72,"","","","","",""
"AT4G36245",NA,"4",17149471,56.94,1,"tRNA",71,"","","","","",""
"AT5G03452",NA,"5",862397,58.9,1,"tRNA",72,"","","","","",""
"AT1G56770",NA,"1",21270631,51.76,1,"tRNA",84,"","","","","",""
"AT4G13265",NA,"4",7730961,51.85,1,"tRNA",80,"","","","","",""
"AT1G28860",NA,"1",10099079,55.56,1,"tRNA",71,"","","","","",""
"ATCG00980",NA,"Pt",108302,60.81,1,"tRNA",73,"","","","","",""
"AT5G60963",NA,"5",24530176,63.01,1,"tRNA",72,"","","","","",""
"AT1G32620",NA,"1",11797201,60,1,"tRNA",84,"","","","","",""
"AT2G33930",NA,"2",14353656,55.56,1,"tRNA",71,"","","","","",""
"AT3G63006",NA,"3",23285754,60.27,1,"tRNA",72,"","","","","",""
"AT5G21378",NA,"5",7222057,61.11,1,"tRNA",71,"","","","","",""
"AT2G33950",NA,"2",14355137,58.33,1,"tRNA",71,"","","","","",""
"AT3G10035",NA,"3",3096216,53.42,1,"tRNA",72,"","","","","",""
"AT1G65830",NA,"1",24486992,58.54,1,"tRNA",81,"","","","","",""
"AT3G50505",NA,"3",18744808,56.94,1,"tRNA",71,"","","","","",""
"AT1G07580",NA,"1",2334822,58.9,1,"tRNA",72,"","","","","",""
"AT4G11355",NA,"4",6905485,60.27,1,"tRNA",72,"","","","","",""
"AT1G57510",NA,"1",21307592,53.57,1,"tRNA",83,"","","","","",""
"AT3G11285",NA,"3",3535146,58.9,1,"tRNA",72,"","","","","",""
"AT2G33650",NA,"2",14243131,59.72,1,"tRNA",71,"","","","","",""
"AT5G48675",NA,"5",19744175,62.5,1,"tRNA",71,"","","","","",""
"AT1G57100",NA,"1",21287380,52.94,1,"tRNA",84,"","","","","",""
"AT5G54865",NA,"5",22287626,59.72,1,"tRNA",71,"","","","","",""
"AT3G58035",NA,"3",21487317,53.66,1,"tRNA",81,"","","","","",""
"ATMG09950",NA,"Mt",333651,48,1,"tRNA",74,"","","","","",""
"AT3G10015",NA,"3",3090544,55.42,1,"tRNA",82,"","","","","",""
"AT1G71700",NA,"1",26973389,59.15,1,"tRNA",70,"","","","","",""
"AT2G30180",NA,"2",12881591,59.15,1,"tRNA",70,"","","","","",""
"AT5G32017",NA,"5",11785055,56.94,1,"tRNA",71,"","","","","",""
"AT2G03700",NA,"2",1123390,58.33,1,"tRNA",71,"","","","","",""
"AT2G07753",NA,"2",3303354,46.67,1,"tRNA",74,"","","","","",""
"AT2G18310",NA,"2",7955677,55.41,1,"tRNA",73,"","","","","",""
"AT5G64505",NA,"5",25784115,54.05,1,"tRNA",73,"","","","","",""
"AT1G30830",NA,"1",10963573,54.05,1,"tRNA",73,"","","","","",""
"AT1G52350",NA,"1",19498419,59.46,1,"tRNA",73,"","","","","",""
"AT4G12115",NA,"4",7256415,63.01,1,"tRNA",72,"","","","","",""
"AT5G18755",NA,"5",6258145,58.33,1,"tRNA",71,"","","","","",""
"AT5G55055",NA,"5",22340501,58.9,1,"tRNA",72,"","","","","",""
"AT3G58165",NA,"3",21542282,59.15,1,"tRNA",70,"","","","","",""
"AT2G42020",NA,"2",17538703,56.1,1,"tRNA",81,"","","","","",""
"AT3G06665",NA,"3",2104956,55.56,1,"tRNA",71,"","","","","",""
"AT1G56740",NA,"1",21269122,51.76,1,"tRNA",84,"","","","","",""
"AT1G57150",NA,"1",21290112,53.66,1,"tRNA",81,"","","","","",""
"AT1G13240",NA,"1",4522709,55.41,1,"tRNA",73,"","","","","",""
"ATCG00460",NA,"Pt",52056,39.73,1,"tRNA",72,"","","","","",""
"AT1G57030",NA,"1",21283986,58.54,1,"tRNA",81,"","","","","",""
"ATCG00230",NA,"Pt",29801,62.16,1,"tRNA",73,"","","","","",""
"AT1G57400",NA,"1",21301967,51.76,1,"tRNA",84,"","","","","",""
"AT2G07765",NA,"2",3497358,50.6,1,"tRNA",82,"","","","","",""
"ATMG00360",NA,"Mt",104885,47.89,1,"tRNA",70,"","","","","",""
"AT3G53775",NA,"3",19924377,62.5,1,"tRNA",71,"","","","","",""
"AT3G13223",NA,"3",4254528,51.85,1,"tRNA",80,"","","","","",""
"AT5G44283",NA,"5",17839585,62.5,1,"tRNA",71,"","","","","",""
"AT4G08345",NA,"4",5268128,54.65,1,"tRNA",85,"","","","","",""
"AT1G77190",NA,"1",29002205,59.76,1,"tRNA",81,"","","","","",""
"AT5G06685",NA,"5",2060153,56.1,1,"tRNA",81,"","","","","",""
"AT3G02715",NA,"3",586086,59.76,1,"tRNA",81,"","","","","",""
"AT4G12405",NA,"4",7341424,54.05,1,"tRNA",73,"","","","","",""
"AT1G21800",NA,"1",7656120,54.17,1,"tRNA",71,"","","","","",""
"AT5G48835",NA,"5",19803135,58.14,1,"tRNA",85,"","","","","",""
"AT4G12065",NA,"4",7232799,58.9,1,"tRNA",72,"","","","","",""
"AT1G57390",NA,"1",21301634,54.88,1,"tRNA",81,"","","","","",""
"AT1G06480",NA,"1",1978084,55.41,1,"tRNA",73,"","","","","",""
"AT3G29095",NA,"3",11075578,54.17,1,"tRNA",71,"","","","","",""
"AT1G03515",NA,"1",877648,61.11,1,"tRNA",71,"","","","","",""
"AT1G42120",NA,"1",15730615,56.94,1,"tRNA",71,"","","","","",""
"AT5G64855",NA,"5",25925066,51.85,1,"tRNA",80,"","","","","",""
"AT4G27885",NA,"4",13885191,63.01,1,"tRNA",72,"","","","","",""
"AT5G03705",NA,"5",970799,51.85,1,"tRNA",80,"","","","","",""
"AT3G61105",NA,"3",22611410,51.85,1,"tRNA",80,"","","","","",""
"AT2G33970",NA,"2",14356521,55.56,1,"tRNA",71,"","","","","",""
"AT3G49925",NA,"3",18507812,54.05,1,"tRNA",73,"","","","","",""
"AT2G33890",NA,"2",14350386,55.56,1,"tRNA",71,"","","","","",""
"AT4G28362",NA,"4",14032490,63.89,1,"tRNA",71,"","","","","",""
"ATMG00190",NA,"Mt",53736,51.39,1,"tRNA",71,"","","","","",""
"AT1G28870",NA,"1",10099425,54.17,1,"tRNA",71,"","","","","",""
"AT3G55735",NA,"3",20693686,56.94,1,"tRNA",71,"","","","","",""
"AT3G61825",NA,"3",22881807,51.39,1,"tRNA",71,"","","","","",""
"AT1G56890",NA,"1",21276687,51.76,1,"tRNA",84,"","","","","",""
"AT1G12590",NA,"1",4285887,55.56,1,"tRNA",71,"","","","","",""
"AT3G53965",NA,"3",19984941,59.15,1,"tRNA",70,"","","","","",""
"AT1G69130",NA,"1",25989730,51.35,1,"tRNA",73,"","","","","",""
"AT1G79980",NA,"1",30083996,56.76,1,"tRNA",73,"","","","","",""
"AT1G57310",NA,"1",21297551,49.41,1,"tRNA",84,"","","","","",""
"AT4G31895",NA,"4",15430224,45.95,1,"tRNA",73,"","","","","",""
"AT2G27560",NA,"2",11774852,62.5,1,"tRNA",71,"","","","","",""
"ATMG01340",NA,"Mt",337669,43.84,1,"tRNA",72,"","","","","",""
"AT1G57160",NA,"1",21290445,51.76,1,"tRNA",84,"","","","","",""
"AT1G57470",NA,"1",21305311,52.94,1,"tRNA",84,"","","","","",""
"AT1G13720",NA,"1",4709635,61.11,1,"tRNA",71,"","","","","",""
"AT1G57080",NA,"1",21286306,52.94,1,"tRNA",84,"","","","","",""
"ATCG00940",NA,"Pt",103665,51.49,1,"tRNA",873,"","","","","",""
"AT1G28910",NA,"1",10101600,55.56,1,"tRNA",71,"","","","","",""
"AT1G56850",NA,"1",21274823,57.32,1,"tRNA",81,"","","","","",""
"AT1G56960",NA,"1",21280178,52.94,1,"tRNA",84,"","","","","",""
"AT1G56730",NA,"1",21268787,57.32,1,"tRNA",81,"","","","","",""
"AT1G28980",NA,"1",10108389,55.56,1,"tRNA",71,"","","","","",""
"AT1G56950",NA,"1",21279720,52.94,1,"tRNA",84,"","","","","",""
"AT5G10235",NA,"5",3212351,56.16,1,"tRNA",72,"","","","","",""
"AT1G57290",NA,"1",21296663,52.94,1,"tRNA",84,"","","","","",""
"AT5G57885",NA,"5",23445994,59.72,1,"tRNA",71,"","","","","",""
"AT3G46875",NA,"3",17264580,60.98,1,"tRNA",81,"","","","","",""
"AT1G56780",NA,"1",21271061,52.94,1,"tRNA",84,"","","","","",""
"AT1G28780",NA,"1",10092801,55.56,1,"tRNA",71,"","","","","",""
"AT1G20250",NA,"1",7016516,63.01,1,"tRNA",72,"","","","","",""
"AT5G09655",NA,"5",2993327,54.05,1,"tRNA",73,"","","","","",""
"AT5G15805",NA,"5",5157639,51.35,1,"tRNA",73,"","","","","",""
"AT1G33370",NA,"1",12097279,47.83,1,"tRNA",68,"","","","","",""
"AT1G68970",NA,"1",25932077,58.9,1,"tRNA",72,"","","","","",""
"AT4G32265",NA,"4",15576650,53.42,1,"tRNA",72,"","","","","",""
"AT4G34035",NA,"4",16304124,57.53,1,"tRNA",72,"","","","","",""
"AT1G17670",NA,"1",6075945,54.05,1,"tRNA",73,"","","","","",""
"AT1G08240",NA,"1",2588525,55.56,1,"tRNA",71,"","","","","",""
"AT5G05945",NA,"5",1788651,61.11,1,"tRNA",71,"","","","","",""
"AT2G36600",NA,"2",15346160,56.16,1,"tRNA",72,"","","","","",""
"AT1G01270",NA,"1",111890,50,1,"tRNA",71,"","","","","",""
"AT1G45242",NA,"1",17160528,55.56,1,"tRNA",71,"","","","","",""
"AT3G09585",NA,"3",2944612,50,1,"tRNA",81,"","","","","",""
"AT1G28830",NA,"1",10097114,55.56,1,"tRNA",71,"","","","","",""
"AT1G56920",NA,"1",21278196,52.94,1,"tRNA",84,"","","","","",""
"AT3G45935",NA,"3",16885891,54.05,1,"tRNA",73,"","","","","",""
"AT1G20040",NA,"1",6948860,57.14,1,"tRNA",83,"","","","","",""
"AT5G64735",NA,"5",25875394,55.56,1,"tRNA",71,"","","","","",""
"AT5G54375",NA,"5",22076862,58.9,1,"tRNA",72,"","","","","",""
"AT1G15650",NA,"1",5380907,58.54,1,"tRNA",81,"","","","","",""
"AT2G36140",NA,"2",15168862,55.41,1,"tRNA",73,"","","","","",""
"AT3G52765",NA,"3",19555036,61.11,1,"tRNA",71,"","","","","",""
"AT1G31110",NA,"1",11104113,51.35,1,"tRNA",73,"","","","","",""
"AT1G50100",NA,"1",18557900,55,1,"tRNA",79,"","","","","",""
"AT3G55734",NA,"3",20691647,33.75,1,"miRNA",159,"","","","","",""
"AT3G07065",NA,"3",16538489,28.47,1,"miRNA",136,"","","","","",""
"AT2G08015",NA,"2",10356782,44.76,1,"miRNA",381,"","","","","",""
"AT1G06653",NA,"1",12035047,35.96,1,"miRNA",88,"","","","","",""
"AT4G27765",NA,"4",13846971,35.08,1,"miRNA",190,"","","","","",""
"AT5G04935",NA,"5",11324370,47.51,1,"miRNA",220,"","","","","",""
"AT3G26812",NA,"3",9871960,35.92,1,"miRNA",205,"","","","","",""
"AT1G07867",NA,"1",19806917,45.18,1,"miRNA",196,"","","","","",""
"AT1G06643",NA,"1",12011152,51.39,1,"miRNA",71,"","","","","",""
"AT1G48267",NA,"1",17825685,38.15,1,"miRNA",172,"","","","","",""
"AT5G41905",NA,"5",16775520,37.06,1,"miRNA",142,"","","","","",""
"AT2G03445",NA,"2",1040938,39.05,1,"miRNA",104,"","","","","",""
"AT1G18075",NA,"1",6220646,40.31,1,"miRNA",195,"","","","","",""
"AT1G08287",NA,"1",22084264,34.05,1,"miRNA",419,"","","","","",""
"AT2G05615",NA,"2",4770538,44.04,1,"miRNA",108,"","","","","",""
"AT1G35501",NA,"1",13067251,43.53,1,"miRNA",84,"","","","","",""
"AT1G21202",NA,"1",7423518,28.72,1,"miRNA",93,"","","","","",""
"AT2G47275",NA,"2",19415052,31.85,1,"miRNA",134,"","","","","",""
"AT5G04995",NA,"5",11847719,47.06,1,"miRNA",220,"","","","","",""
"AT3G09515",NA,"3",22537283,29.63,1,"miRNA",134,"","","","","",""
"AT5G41663",NA,"5",16660469,38.95,1,"miRNA",171,"","","","","",""
"AT5G04975",NA,"5",11757140,39.76,1,"miRNA",82,"","","","","",""
"AT1G60072",NA,"1",22149718,31.75,1,"miRNA",125,"","","","","",""
"AT1G26975",NA,"1",9364471,42,1,"miRNA",99,"","","","","",""
"AT1G04423",NA,"1",1727263,39.22,1,"miRNA",152,"","","","","",""
"AT4G04365",NA,"4",1340521,32.98,1,"miRNA",93,"","","","","",""
"AT2G04935",NA,"2",2063848,37.38,1,"miRNA",213,"","","","","",""
"AT5G59505",NA,"5",23988472,47.2,1,"miRNA",124,"","","","","",""
"AT3G63375",NA,"3",23406168,44.95,1,"miRNA",108,"","","","","",""
"AT1G20375",NA,"1",7058194,39.32,1,"miRNA",116,"","","","","",""
"AT3G04655",NA,"3",8836256,31.78,1,"miRNA",128,"","","","","",""
"AT2G22496",NA,"2",9560761,32.52,1,"miRNA",162,"","","","","",""
"AT1G14071",NA,"1",4820355,37.95,1,"miRNA",194,"","","","","",""
"AT2G07915",NA,"2",10026910,34.04,1,"miRNA",140,"","","","","",""
"AT4G05800",NA,"4",6546647,42.54,1,"miRNA",180,"","","","","",""
"AT1G07727",NA,"1",19026915,38.37,1,"miRNA",85,"","","","","",""
"AT3G06595",NA,"3",15336705,37.34,1,"miRNA",465,"","","","","",""
"AT2G02741",NA,"2",771337,42.04,1,"miRNA",225,"","","","","",""
"AT4G04825",NA,"4",2179000,34.96,1,"miRNA",122,"","","","","",""
"AT1G01183",NA,"1",78927,42.34,1,"miRNA",110,"","","","","",""
"AT3G48057",NA,"3",17742098,37.56,1,"miRNA",204,"","","","","",""
"AT1G67195",NA,"1",25137456,34.26,1,"miRNA",107,"","","","","",""
"AT3G18895",NA,"3",6516218,31.51,1,"miRNA",72,"","","","","",""
"AT1G52185",NA,"1",19430078,25,1,"miRNA",199,"","","","","",""
"AT5G24825",NA,"5",8527469,40.88,1,"miRNA",180,"","","","","",""
"AT4G10345",NA,"4",6413010,39.04,1,"miRNA",332,"","","","","",""
"AT1G08597",NA,"1",23412989,41.52,1,"miRNA",447,"","","","","",""
"AT1G32713",NA,"1",11834022,33.17,1,"miRNA",204,"","","","","",""
"AT4G08116",NA,"4",5020237,42.4,1,"miRNA",249,"","","","","",""
"AT5G04275",NA,"5",1188207,35.79,1,"miRNA",94,"","","","","",""
"AT2G22668",NA,"2",9634957,35.03,1,"miRNA",156,"","","","","",""
"AT1G77235",NA,"1",29016520,35.28,1,"miRNA",308,"","","","","",""
"AT1G19464",NA,"1",6740500,29.35,1,"miRNA",91,"","","","","",""
"AT3G23326",NA,"3",8346367,41.38,1,"miRNA",289,"","","","","",""
"AT2G46685",NA,"2",19176108,47.06,1,"miRNA",169,"","","","","",""
"AT3G51375",NA,"3",19073434,43.09,1,"miRNA",122,"","","","","",""
"AT2G09150",NA,"2",16890446,54.1,1,"miRNA",121,"","","","","",""
"AT5G06105",NA,"5",16409804,37.29,1,"miRNA",58,"","","","","",""
"AT4G06915",NA,"4",10711558,37.07,1,"miRNA",204,"","","","","",""
"AT5G04955",NA,"5",11667797,37.35,1,"miRNA",82,"","","","","",""
"AT1G69795",NA,"1",26272776,37.89,1,"miRNA",94,"","","","","",""
"AT4G05415",NA,"4",5292626,40.51,1,"miRNA",194,"","","","","",""
"AT3G26813",NA,"3",9872333,36.65,1,"miRNA",220,"","","","","",""
"AT1G09817",NA,"1",29525202,36.47,1,"miRNA",84,"","","","","",""
"AT1G06647",NA,"1",12023526,51.39,1,"miRNA",71,"","","","","",""
"AT5G02035",NA,"5",400358,36.53,1,"miRNA",166,"","","","","",""
"AT5G03305",NA,"5",7168870,23,1,"miRNA",99,"","","","","",""
"AT5G06175",NA,"5",16649994,41.38,1,"miRNA",144,"","","","","",""
"AT3G08150",NA,"3",18843649,42.67,1,"miRNA",74,"","","","","",""
"AT5G10945",NA,"5",3456632,39.83,1,"miRNA",117,"","","","","",""
"AT5G07055",NA,"5",19499055,27.77,1,"miRNA",478,"","","","","",""
"AT1G78206",NA,"1",29422452,33.33,1,"miRNA",122,"","","","","",""
"AT4G13564",NA,"4",7885251,33.02,1,"miRNA",211,"","","","","",""
"AT2G46255",NA,"2",18994632,42.67,1,"miRNA",224,"","","","","",""
"AT5G01915",NA,"5",3802714,28.65,1,"miRNA",348,"","","","","",""
"AT3G23125",NA,"3",8236153,38.24,1,"miRNA",101,"","","","","",""
"AT4G31877",NA,"4",15415418,48.08,1,"miRNA",103,"","","","","",""
"AT5G01735",NA,"5",3247228,37.06,1,"miRNA",196,"","","","","",""
"AT1G62355",NA,"1",23058034,42.28,1,"miRNA",122,"","","","","",""
"AT2G40805",NA,"2",17029701,39.7,1,"miRNA",198,"","","","","",""
"AT5G04915",NA,"5",10943902,32.92,1,"miRNA",160,"","","","","",""
"AT5G14565",NA,"5",4694694,48.7,1,"miRNA",114,"","","","","",""
"AT4G23713",NA,"4",12352956,41.48,1,"miRNA",175,"","","","","",""
"AT5G14545",NA,"5",4691022,47.41,1,"miRNA",115,"","","","","",""
"AT1G70645",NA,"1",26638000,32.41,1,"miRNA",107,"","","","","",""
"AT1G05637",NA,"1",7423521,28.74,1,"miRNA",86,"","","","","",""
"AT5G04965",NA,"5",11689861,47.51,1,"miRNA",220,"","","","","",""
"AT3G06445",NA,"3",14742421,33.59,1,"miRNA",383,"","","","","",""
"AT5G07655",NA,"5",20554881,32.95,1,"miRNA",172,"","","","","",""
"AT2G24103",NA,"2",10247206,40.08,1,"miRNA",256,"","","","","",""
"AT1G07243",NA,"1",16766259,32.22,1,"miRNA",179,"","","","","",""
"AT3G26816",NA,"3",9875893,36.49,1,"miRNA",210,"","","","","",""
"AT3G04765",NA,"3",1306622,35,1,"miRNA",159,"","","","","",""
"AT3G55512",NA,"3",20587904,35.48,1,"miRNA",123,"","","","","",""
"AT2G38325",NA,"2",16061954,42.06,1,"miRNA",106,"","","","","",""
"AT1G08157",NA,"1",21360151,22.77,1,"miRNA",100,"","","","","",""
"AT1G09213",NA,"1",26772633,40.26,1,"miRNA",302,"","","","","",""
"AT3G03235",NA,"3",5496985,34.81,1,"miRNA",134,"","","","","",""
"AT1G61732",NA,"1",22795618,35.59,1,"miRNA",117,"","","","","",""
"AT5G55835",NA,"5",22597012,44.34,1,"miRNA",105,"","","","","",""
"AT5G26147",NA,"5",9136106,50,1,"miRNA",131,"","","","","",""
"AT4G21595",NA,"4",11482879,36.68,1,"miRNA",378,"","","","","",""
"AT3G03255",NA,"3",5500037,33.33,1,"miRNA",110,"","","","","",""
"AT4G03445",NA,"4",1528134,36.29,1,"miRNA",236,"","","","","",""
"AT5G07965",NA,"5",21641177,49.24,1,"miRNA",131,"","","","","",""
"AT3G26819",NA,"3",9878540,38.6,1,"miRNA",214,"","","","","",""
"AT2G08235",NA,"2",11974711,36.26,1,"miRNA",170,"","","","","",""
"AT1G32582",NA,"1",11785936,32.35,1,"miRNA",101,"","","","","",""
"AT5G39635",NA,"5",15870590,33.82,1,"miRNA",410,"","","","","",""
"AT4G07080",NA,"4",11795177,43.43,1,"miRNA",98,"","","","","",""
"AT2G09995",NA,"2",19686957,25.3,1,"miRNA",82,"","","","","",""
"AT1G19371",NA,"1",6695420,39.47,1,"miRNA",189,"","","","","",""
"AT1G07137",NA,"1",16116572,28.72,1,"miRNA",469,"","","","","",""
"AT5G40384",NA,"5",16157823,33.33,1,"miRNA",125,"","","","","",""
"AT5G11977",NA,"5",3867207,45.79,1,"miRNA",106,"","","","","",""
"AT2G10606",NA,"2",4142323,33.77,1,"miRNA",150,"","","","","",""
"AT2G39885",NA,"2",16652101,35.34,1,"miRNA",132,"","","","","",""
"AT2G05415",NA,"2",3517383,52.86,1,"miRNA",69,"","","","","",""
"AT4G08335",NA,"4",14982320,46.46,1,"miRNA",225,"","","","","",""
"AT2G06665",NA,"2",7166817,36.48,1,"miRNA",158,"","","","","",""
"AT1G04393",NA,"1",1653221,35.4,1,"miRNA",403,"","","","","",""
"AT4G05925",NA,"4",7102461,30.81,1,"miRNA",171,"","","","","",""
"AT5G03145",NA,"5",6926005,34.62,1,"miRNA",441,"","","","","",""
"AT5G07075",NA,"5",19567208,33.52,1,"miRNA",178,"","","","","",""
"AT5G39693",NA,"5",15891579,40,1,"miRNA",294,"","","","","",""
"AT1G18879",NA,"1",6520941,22.83,1,"miRNA",183,"","","","","",""
"AT4G09735",NA,"4",18087205,30.67,1,"miRNA",237,"","","","","",""
"AT1G07051",NA,"1",2165517,34.35,1,"miRNA",229,"","","","","",""
"AT4G05105",NA,"4",2625950,31.78,1,"miRNA",106,"","","","","",""
"AT5G26038",NA,"5",9098791,30.16,1,"miRNA",125,"","","","","",""
"AT3G53016",NA,"3",19659532,40.76,1,"miRNA",183,"","","","","",""
"AT1G78478",NA,"1",29525151,41.18,1,"miRNA",186,"","","","","",""
"AT4G23387",NA,"4",12217406,44.79,1,"miRNA",162,"","","","","",""
"AT3G07515",NA,"3",17178447,38.89,1,"miRNA",161,"","","","","",""
"AT3G18217",NA,"3",6244500,38.25,1,"miRNA",216,"","","","","",""
"AT5G08255",NA,"5",22251822,31,1,"miRNA",99,"","","","","",""
"AT1G08303",NA,"1",22150128,28.06,1,"miRNA",138,"","","","","",""
"AT1G61224",NA,"1",22577067,41.21,1,"miRNA",198,"","","","","",""
"AT4G00885",NA,"4",369831,37.91,1,"miRNA",181,"","","","","",""
"AT2G16145",NA,"2",7008520,50,1,"miRNA",79,"","","","","",""
"AT3G48201",NA,"3",17838135,38.64,1,"miRNA",131,"","","","","",""
"AT3G07095",NA,"3",16589414,49.56,1,"miRNA",112,"","","","","",""
"AT4G03039",NA,"4",1340479,38.76,1,"miRNA",177,"","","","","",""
"AT5G62848",NA,"5",25230568,28,1,"miRNA",99,"","","","","",""
"AT5G52797",NA,"5",21395545,34.12,1,"miRNA",84,"","","","","",""
"AT5G05505",NA,"5",14946671,30.66,1,"miRNA",498,"","","","","",""
"AT2G39175",NA,"2",16340279,54.12,1,"miRNA",84,"","","","","",""
"AT1G60073",NA,"1",22149936,29.59,1,"miRNA",97,"","","","","",""
"AT5G08210",NA,"5",2641426,46.59,1,"miRNA",248,"","","","","",""
"AT4G04125",NA,"4",1046804,41.11,1,"miRNA",179,"","","","","",""
"AT1G06903",NA,"1",13050667,41.92,1,"miRNA",197,"","","","","",""
"AT3G03245",NA,"3",5500032,31.4,1,"miRNA",120,"","","","","",""
"AT2G07910",NA,"2",10026910,34.04,1,"miRNA",140,"","","","","",""
